name,category,address,hours,rating,price,avg_bill,middle_avg_bill,middle_coffee_cup,chain,seats,city,avg_bill_from,avg_bill_to
чайхона №1,ресторан,проспект вернадского 105 корп. 3,"ежедневно,11:00–02:00",8.8,высокие,средний счёт:1500–2000 ₽,1750.0,,1,250.0,Москва,1500.0,2000.0
кахури,кафе,улица миклухо-маклая 28б,"ежедневно,12:00–23:00",9.4,средние,средний счёт:1000–1200 ₽,1100.0,,1,40.0,Москва,1000.0,1200.0
сатрапезо,ресторан,улица мичуринский проспект олимпийская деревня 3,"ежедневно,11:00–00:00",9.2,выше среднего,средний счёт:1000–1500 ₽,1250.0,,0,150.0,Москва,1000.0,1500.0
кофе,кофейня,ленинский проспект 123,"пн-пт 08:00–20:00; сб,вс 09:00–20:00",9.0,,,,,1,,Москва,,-1.0
самми,ресторан,улица 26 бакинских комиссаров 4 корп. 2,"ежедневно,10:30–22:00",8.8,,,,,0,,Москва,,-1.0
маковка,кофейня,улица академика арцимовича 13,"пн-пт 08:00–22:00; сб,вс 09:00–21:00",10.0,,,,,1,,Москва,,-1.0
хинкальная,кафе,улица академика волгина 29 корп. 1,"ежедневно,11:00–00:00",9.0,выше среднего,,,,1,80.0,Москва,,-1.0
стейк & бургер,ресторан,улица островитянова 2б,"ежедневно,10:00–22:00",8.6,,,,,1,,Москва,,-1.0
aly’s poke,ресторан,проспект вернадского 86в,"пн-чт 10:00–23:00; пт,сб 10:00–00:00; вс 11:00–23:00",9.2,средние,средний счёт:390–660 ₽,525.0,,0,,Москва,390.0,660.0
хинкальная,кафе,улица мичуринский проспект олимпийская деревня 4 корп. 32,"ежедневно,12:00–00:00",9.0,,,,,1,60.0,Москва,,-1.0
старый сычуань,ресторан,проспект вернадского 93,"ежедневно,11:00–23:00",9.2,высокие,средний счёт:1500–2500 ₽,2000.0,,1,60.0,Москва,1500.0,2500.0
галилео,кафе,улица миклухо-маклая 13,"ежедневно,09:00–01:00",8.8,средние,средний счёт:700–1000 ₽,850.0,,0,90.0,Москва,700.0,1000.0
ташир пицца,пиццерия,проспект вернадского 86а,"ежедневно,10:00–22:00",9.8,,средний счёт:200–1000 ₽,600.0,,1,100.0,Москва,200.0,1000.0
кулинариум,кафе,ленинский проспект 131,"пн-пт 08:00–22:00; сб,вс 09:00–21:00",8.4,,средний счёт:350–1000 ₽,675.0,,1,,Москва,350.0,1000.0
мюнгер,пиццерия,проспект вернадского 97 корп. 1,"пн-пт 08:00–21:00; сб,вс 10:00–21:00",9.6,,,,,0,1288.0,Москва,,-1.0
хинкальная мегобари,кафе,улица новаторов 16а,"ежедневно,11:00–23:00",9.4,,,,,0,10.0,Москва,,-1.0
ricers,ресторан,улица академика анохина 58,"ежедневно,10:00–23:00",8.8,,,,,0,280.0,Москва,,-1.0
drive café,кафе,проспект вернадского 100а,"ежедневно,круглосуточно",7.8,,,,,1,,Москва,,-1.0
додо пицца,пиццерия,улица академика анохина 56,"ежедневно,10:00–23:00",8.6,,средний счёт:503 ₽,503.0,,1,36.0,Москва,503.0,-1.0
coffee pulse,кофейня,проспект вернадского 96 корп. 2 стр. 2,пн-пт 10:00–18:00,8.0,,,,,0,160.0,Москва,,-1.0
сам пришел,ресторан,проспект вернадского 76а,"ежедневно,12:00–23:00",8.8,высокие,средний счёт:от 2000 ₽,2000.0,,1,49.0,Москва,2000.0,-1.0
страдивари,ресторан,улица академика анохина 60,"ежедневно,11:00–23:00",8.2,выше среднего,средний счёт:1000–1500 ₽,1250.0,,1,45.0,Москва,1000.0,1500.0
vasilchukí chaihona №1,ресторан,проспект вернадского 86а,"ежедневно,11:00–00:00",8.6,выше среднего,средний счёт:от 1500 ₽,1500.0,,1,100.0,Москва,1500.0,-1.0
илико,кафе,никулинская улица 27б,"ежедневно,11:00–23:00",8.6,средние,средний счёт:от 1090 ₽,1090.0,,0,,Москва,1090.0,-1.0
курица и утка по-гонконгски,ресторан,проспект вернадского 86в,"ежедневно,11:00–23:00",8.6,,,,,0,,Москва,,-1.0
osteria mario,пиццерия,проспект вернадского вл41,"ежедневно,12:00–23:00",9.0,,средний счёт:1000–1500 ₽,1250.0,,1,,Москва,1000.0,1500.0
кампус,кафе,ленинский проспект 146,"ежедневно,11:00–04:00",8.4,высокие,средний счёт:1500–2500 ₽,2000.0,,1,495.0,Москва,1500.0,2500.0
азия+,кафе,улица миклухо-маклая 11б,"пн-чт 07:00–02:00; пт,сб 07:00–05:00; вс 07:00–02:00",8.8,,,,,0,5.0,Москва,,-1.0
моремания,ресторан,ленинский проспект 109,"ежедневно,10:00–22:00",9.2,выше среднего,средний счёт:от 1500 ₽,1500.0,,1,98.0,Москва,1500.0,-1.0
кулинарный рай,столовая,ленинский проспект 156,пн-пт круглосуточно; сб 09:00–22:00; вс круглосуточно,8.4,,,,,0,20.0,Москва,,-1.0
villaggio,ресторан,улица воронцовские пруды 11,"ежедневно,12:00–00:00",9.2,высокие,средний счёт:2000 ₽,2000.0,,0,48.0,Москва,2000.0,-1.0
сайзен,ресторан,ленинский проспект 158,"ежедневно,11:00–23:00",8.2,средние,средний счёт:от 1000 ₽,1000.0,,0,200.0,Москва,1000.0,-1.0
the wild bean cafe,кофейня,проспект вернадского 86д,"ежедневно,круглосуточно",8.4,,,,,1,40.0,Москва,,-1.0
у бори,кафе,рябиновая улица 46с11,"ежедневно,08:00–19:30",9.4,,,,,0,,Москва,,-1.0
farш,ресторан,проспект вернадского 86а,"ежедневно,10:00–23:00",8.6,,,,,1,100.0,Москва,,-1.0
андерсон,кафе,улица обручева 30/1с1,"пн-пт 09:00–22:00; сб,вс 10:00–23:00",9.0,выше среднего,средний счёт:1000–1500 ₽,1250.0,,1,,Москва,1000.0,1500.0
ресторан seasons,ресторан,ленинский проспект 109,"пн-пт 11:00–00:00; сб,вс 12:00–00:00",8.8,,,,,0,98.0,Москва,,-1.0
асса food,ресторан,проспект вернадского 86в,"пн-чт 10:00–23:00; пт,сб 10:00–00:00; вс 11:00–23:00",8.6,,,,,0,,Москва,,-1.0
узбечка,столовая,улица академика волгина 2а,"ежедневно,08:00–23:00",9.2,,,,,1,49.0,Москва,,-1.0
fit appėtit,кафе,улица лобачевского 42 стр. 4,"пн-пт 08:30–20:00; сб,вс 09:30–20:00",8.8,средние,средний счёт:400–500 ₽,450.0,,1,,Москва,400.0,500.0
bericoni,ресторан,улица мичуринский проспект олимпийская деревня 4 корп. 3,"ежедневно,11:00–23:00",8.8,высокие,средний счёт:1500–2500 ₽,2000.0,,0,150.0,Москва,1500.0,2500.0
sandwich,быстрое питание,улица миклухо-маклая 11б,"ежедневно,08:00–01:00",8.6,,,,,0,5.0,Москва,,-1.0
ла пиола,пиццерия,профсоюзная улица 109к2,"ежедневно,11:00–00:00",8.8,выше среднего,средний счёт:1000–1500 ₽,1250.0,,0,,Москва,1000.0,1500.0
shan shan,быстрое питание,проспект вернадского 86а,"ежедневно,10:00–22:00",8.6,,,,,0,100.0,Москва,,-1.0
shrimp kitchen,ресторан,проспект вернадского 86в,"пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",8.8,выше среднего,средний счёт:1000–1500 ₽,1250.0,,0,,Москва,1000.0,1500.0
романовская пекарня,ресторан,ленинский проспект 107 корп. 2,"пн-пт 08:30–22:00; сб,вс 09:00–22:00",8.8,,,,,0,144.0,Москва,,-1.0
буханка,булочная,улица островитянова 5 корп. 3,"ежедневно,07:30–22:00",9.0,,,,,1,,Москва,,-1.0
яккабаг,кафе,профсоюзная улица 98 корп. 10,"ежедневно,09:00–22:00",9.2,средние,средний счёт:200–400 ₽,300.0,,0,40.0,Москва,200.0,400.0
bb&burgers,быстрое питание,проспект вернадского 86а,"ежедневно,10:00–22:00",8.6,,средний счёт:300–400 ₽,350.0,,0,100.0,Москва,300.0,400.0
хинкальная,кафе,улица академика варги 8к1,"ежедневно,12:00–23:00",8.6,средние,,,,1,,Москва,,-1.0
поминальные обеды,кафе,проспект вернадского 113,"ежедневно,09:00–23:00",8.6,высокие,средний счёт:1500–2500 ₽,2000.0,,1,,Москва,1500.0,2500.0
поминальные обеды,кафе,улица академика анохина 56,"ежедневно,10:00–21:00",8.2,выше среднего,средний счёт:1000–1500 ₽,1250.0,,1,36.0,Москва,1000.0,1500.0
файзи,кафе,улица академика волгина 25к1,"ежедневно,круглосуточно",8.4,средние,средний счёт:300–700 ₽,500.0,,0,,Москва,300.0,700.0
шашлычная77,кафе,профсоюзная улица 109,"ежедневно,10:00–22:30",9.2,средние,,,,0,0.0,Москва,,-1.0
скаzка bar,"бар, паб",улица миклухо-маклая 21 корп. 2,"пн-пт 10:00–00:00; сб,вс 11:00–00:00",8.6,выше среднего,цена бокала пива:230 ₽,,,0,141.0,Москва,230.0,-1.0
швили,ресторан,проспект вернадского 41,"ежедневно,12:00–23:00",8.8,выше среднего,средний счёт:1500–1800 ₽,1650.0,,1,,Москва,1500.0,1800.0
catch,"бар, паб",улица академика пилюгина 3,"ежедневно,10:00–00:00",9.0,средние,средний счёт:от 390 ₽,390.0,,0,170.0,Москва,390.0,-1.0
черетто море,ресторан,улица удальцова 1а,"ежедневно,12:00–00:00",9.4,высокие,средний счёт:2500 ₽,2500.0,,1,275.0,Москва,2500.0,-1.0
jeffrey's coffeeshop,кофейня,улица миклухо-маклая 18 корп. 2,"ежедневно,08:00–23:00",9.0,средние,цена чашки капучино:179–219 ₽,,199.0,1,141.0,Москва,179.0,219.0
kvartal,ресторан,проспект вернадского 86а,пн-сб 11:00–23:00; вс 12:00–23:00,8.4,выше среднего,средний счёт:1000–2000 ₽,1500.0,,0,100.0,Москва,1000.0,2000.0
