name,category,address,hours,rating,price,avg_bill,middle_avg_bill,middle_coffee_cup,chain,seats,city,avg_bill_from,avg_bill_to
sambusa,кафе,улица ленинская слобода 26 стр. 2,"ежедневно,10:00–22:00",8.8,,средний счёт:350–500 ₽,425.0,,0,130.0,Москва,350.0,500.0
лепим и варим,ресторан,улица ленинская слобода 26,"ежедневно,10:00–22:00",8.8,средние,средний счёт:500–750 ₽,625.0,,1,150.0,Москва,500.0,750.0
vasilchukí chaihona №1,ресторан,проспект андропова 1,"ежедневно,10:00–23:00",8.8,выше среднего,средний счёт:от 1500 ₽,1500.0,,1,250.0,Москва,1500.0,-1.0
bake&coffee,кофейня,южнопортовая улица 16,"ежедневно,08:00–21:00",9.4,,,,,0,42.0,Москва,,-1.0
идель,ресторан,южнопортовая улица 18,"ежедневно,10:00–22:00",9.0,высокие,средний счёт:1700–1900 ₽,1800.0,,0,30.0,Москва,1700.0,1900.0
bb grill,"бар, паб",автозаводская улица 18,"ежедневно,10:00–23:00",8.8,выше среднего,средний счёт:1700 ₽,1700.0,,1,455.0,Москва,1700.0,-1.0
for by friends,"бар, паб",3-й автозаводский проезд 3,"пн-чт 12:00–00:00; пт 12:00–02:00; сб,вс 15:00–02:00",9.0,,,,,0,,Москва,,-1.0
staya cafe&bakery,кафе,улица архитектора щусева 1,"пн-пт 08:00–21:00; сб,вс 09:00–21:00",9.0,,,,,0,,Москва,,-1.0
st cultura,кофейня,павелецкая набережная 6а,"ежедневно,08:30–22:00",8.4,,средний счёт:520–1200 ₽,860.0,,0,40.0,Москва,520.0,1200.0
coffeesphere,кофейня,улица архитектора щусева 2 корп. 2,"пн-пт 08:00–22:00; сб,вс 09:00–22:00",9.0,средние,цена чашки капучино:от 200 ₽,,200.0,1,,Москва,200.0,-1.0
brownie mama,кафе,улица ленинская слобода 26,"пн-чт 10:00–22:00; пт 10:00–23:00; сб,вс 11:00–23:00",8.8,,,,,0,150.0,Москва,,-1.0
кахури,ресторан,проспект андропова 8,"ежедневно,10:00–22:00",8.6,средние,средний счёт:200–400 ₽,300.0,,0,160.0,Москва,200.0,400.0
вьет куан,быстрое питание,велозаводская улица 13 стр. 1,"ежедневно,07:00–22:00",8.6,средние,средний счёт:350–700 ₽,525.0,,0,,Москва,350.0,700.0
южный дворик,ресторан,7-я кожуховская улица 13/4,"ежедневно,11:00–01:00",8.6,средние,средний счёт:700–1500 ₽,1100.0,,0,40.0,Москва,700.0,1500.0
кофейня анклав,кофейня,улица петра романова 6,"пн-пт 08:00–21:00; сб,вс 09:00–21:00",9.4,средние,,,,0,12.0,Москва,,-1.0
хинкальный дом марань,ресторан,7-я кожуховская улица 9,"ежедневно,11:00–23:00",8.6,средние,,,,0,120.0,Москва,,-1.0
кафе-столовая,столовая,2-й кожуховский проезд 29 корп. 2 стр. 16,пн-пт 11:00–16:00,8.4,,,,,1,,Москва,,-1.0
jedi coon,кофейня,5-я кожуховская улица 22 корп. 1,"пн-пт 08:00–20:00; сб,вс 10:00–18:00",8.6,низкие,цена чашки капучино:90–150 ₽,,120.0,0,120.0,Москва,90.0,150.0
однажды в ташкенте,кафе,шарикоподшипниковская улица 11 стр. 7,"ежедневно,круглосуточно",8.8,средние,средний счёт:300–400 ₽,350.0,,0,50.0,Москва,300.0,400.0
noba coffee,кофейня,проспект андропова 22,"пн-пт 09:00–23:00; сб,вс 10:00–23:00",8.8,средние,средний счёт:500–1000 ₽,750.0,,1,300.0,Москва,500.0,1000.0
one price coffee,кофейня,улица мастеркова 4,"ежедневно,07:00–21:30",8.8,,,,,1,82.0,Москва,,-1.0
magaria,кафе,дербеневская набережная 11кб,пн-пт 08:00–19:30,8.8,средние,средний счёт:350–400 ₽,375.0,,0,,Москва,350.0,400.0
prime,ресторан,улица ленинская слобода 19,пн-пт 08:00–19:00,8.4,,,,,1,450.0,Москва,,-1.0
sabbia,кофейня,улица ленинская слобода 26 корп. а,пн-чт 10:00–22:00; пт 10:00–23:00; сб 11:00–23:00; вс 11:00–22:00,8.8,,,,,0,,Москва,,-1.0
camera obscura,кофейня,проспект андропова 18 корп. 1,пн-чт 07:30–20:00; пт 07:30–19:00,8.8,,,,,1,250.0,Москва,,-1.0
хинкальная нагатино,кафе,судостроительная улица 42а,"ежедневно,11:00–23:00",9.4,средние,средний счёт:1500 ₽,1500.0,,0,20.0,Москва,1500.0,-1.0
карлинер,кофейня,улица ленинская слобода 19,пн-пт 08:00–19:00,8.6,,,,,0,450.0,Москва,,-1.0
beze зиларт,кафе,улица архитектора щусева 2 корп. 2,пн-пт 08:00–22:00; сб 09:00–23:00; вс 09:00–22:00,9.4,,,,,0,,Москва,,-1.0
яндекс лавка,ресторан,волгоградский проспект 91,"ежедневно,07:00–00:00",8.2,,,,,1,,Москва,,-1.0
"халва, сеть почтоматов",кафе,улица фёдора полетаева 15 корп. 4 стр. 2,неизвестно,7.4,,,,,1,,Москва,,-1.0
додо пицца,пиццерия,саратовская улица 18/10,"ежедневно,09:00–23:00",8.2,,средний счёт:434 ₽,434.0,,1,,Москва,434.0,-1.0
хадича,кафе,рязанский проспект 30/15,"ежедневно,09:00–22:00",7.6,средние,средний счёт:200–350 ₽,275.0,,0,80.0,Москва,200.0,350.0
кафетерий,кафе,улица юных ленинцев 28 корп. 2,неизвестно,7.6,,,,,1,250.0,Москва,,-1.0
домашняя кухня,"бар, паб",1-й грайвороновский проезд 2а,"ежедневно,10:00–02:00",7.8,средние,,,,0,,Москва,,-1.0
шаурма,быстрое питание,зеленодольская улица 7 корп. 2,неизвестно,7.4,,,,,1,100.0,Москва,,-1.0
lav шашлык,быстрое питание,волгоградский проспект 42 корп. 29,"ежедневно,09:00–21:00",8.6,,,,,0,50.0,Москва,,-1.0
сервис-кафе,кафе,тихорецкий бульвар 1с2,"ежедневно,07:00–00:00",7.8,,,,,0,,Москва,,-1.0
sweet life,кафе,волгоградский проспект 43 корп. 3,неизвестно,8.4,,,,,0,100.0,Москва,,-1.0
домино'с пицца,пиццерия,улица генерала кузнецова 12,"ежедневно,10:00–00:00",8.6,средние,,,,1,60.0,Москва,,-1.0
asia gourmet,ресторан,улица авиаконструктора миля 3а,"пн-чт 09:00–22:00; пт,сб 09:00–23:00; вс 09:00–22:00",8.2,средние,средний счёт:150–599 ₽,374.0,,0,,Москва,150.0,599.0
шаверма&бургер&хот-дог,быстрое питание,жулебинский бульвар 5,"ежедневно,10:00–23:00",8.6,,,,,0,56.0,Москва,,-1.0
яндекс лавка,ресторан,ферганский проезд 7 корп. 6,"ежедневно,07:00–00:00",8.2,,,,,1,,Москва,,-1.0
pizza hut,пиццерия,ферганская улица 6 корп. 2,пн-чт 10:00–22:00; пт-вс 11:00–23:00,7.8,,,,,1,56.0,Москва,,-1.0
гриль бургеры,кафе,волжский бульвар 1 корп. 1,"ежедневно,09:00–23:00",7.8,,,,,0,,Москва,,-1.0
сушистор,ресторан,рязанский проспект 30 корп. 2,"ежедневно,10:00–23:00",8.0,,,,,1,116.0,Москва,,-1.0
чайхана бишкек сити,кафе,люблинская улица 4 корп. 1а,"ежедневно,круглосуточно",6.8,,,,,0,58.0,Москва,,-1.0
шаурма,быстрое питание,улица маршала чуйкова 7 корп. 2,"ежедневно,круглосуточно",7.0,,,,,1,,Москва,,-1.0
додо пицца,пиццерия,жулебинский бульвар 15,"ежедневно,10:00–23:00",8.6,,средний счёт:339 ₽,339.0,,1,40.0,Москва,339.0,-1.0
замин,кафе,окская улица 44а,неизвестно,9.0,,,,,0,,Москва,,-1.0
нямням 1,столовая,2-й вязовский проезд 22соор3-4,"ежедневно,09:00–21:00",7.4,средние,средний счёт:150–500 ₽,325.0,,0,,Москва,150.0,500.0
домино'с пицца,пиццерия,улица юных ленинцев 12,"ежедневно,10:00–22:00",8.2,,,,,1,50.0,Москва,,-1.0
кафе,кафе,южнопортовая улица 35,"ежедневно,круглосуточно",8.0,,,,,1,40.0,Москва,,-1.0
домино'с пицца,пиццерия,шоссейная улица 33,"ежедневно,10:00–22:00",8.4,,средний счёт:от 500 ₽,500.0,,1,15.0,Москва,500.0,-1.0
pizza express 24,пиццерия,улица гурьянова 67,"ежедневно,09:00–23:00",8.8,,,,,1,12.0,Москва,,-1.0
ресторан,ресторан,рязанский проспект 24 корп. 1,неизвестно,8.8,,,,,1,168.0,Москва,,-1.0
ресто клуб,кафе,вешняковская улица 39б стр. 1,неизвестно,8.0,,,,,0,50.0,Москва,,-1.0
магазин фастфудной продукции,кофейня,улица юных ленинцев 43/33с2,"ежедневно,09:00–00:00",7.8,,средний счёт:120–160 ₽,140.0,,0,,Москва,120.0,160.0
шаурма,быстрое питание,рязанский проспект 46 корп. 7,"ежедневно,круглосуточно",7.8,,,,,1,,Москва,,-1.0
christopher. co,кофейня,люблинская улица 4 корп. 1а,"ежедневно,10:00–21:00",7.8,средние,цена чашки капучино:100–150 ₽,,125.0,0,58.0,Москва,100.0,150.0
very well,кофейня,рязанский проспект,"ежедневно,07:00–22:00",9.8,,,,,0,,Москва,,-1.0
чайхана,кафе,8-я улица текстильщиков 5к2,"ежедневно,круглосуточно",6.6,средние,средний счёт:от 700 ₽,700.0,,1,,Москва,700.0,-1.0
сушистор,ресторан,снайперская улица 9а,"ежедневно,10:00–23:00",8.0,,,,,1,6.0,Москва,,-1.0
бургер mix,быстрое питание,улица гурьянова 2а,"ежедневно,10:00–21:00",8.2,низкие,средний счёт:90 ₽,90.0,,0,40.0,Москва,90.0,-1.0
яндекс лавка,ресторан,вешняковская улица 39г,"ежедневно,07:00–00:00",8.2,,,,,1,25.0,Москва,,-1.0
shao la,кафе,улица авиаконструктора миля 3а,"пн-чт 09:00–22:00; пт,сб 09:00–23:00; вс 09:00–22:00",6.8,средние,средний счёт:350–700 ₽,525.0,,0,,Москва,350.0,700.0
ресторан,ресторан,рязанский проспект 75 стр. 1,неизвестно,8.6,,,,,1,168.0,Москва,,-1.0
домино'с пицца,пиццерия,саратовская улица 1к1,"пн-чт 10:00–23:00; пт,сб 10:00–00:00; вс 10:00–23:00",8.2,средние,,,,1,,Москва,,-1.0
лайфхакер,кофейня,кубанская улица 29,"ежедневно,08:00–22:00",8.4,,,,,0,,Москва,,-1.0
алекс,кафе,тихорецкий бульвар 1 стр. 2,неизвестно,9.4,,,,,0,45.0,Москва,,-1.0
автоспастудия,кафе,большая косинская улица 1д,"ежедневно,08:00–22:00",9.2,,,,,1,15.0,Москва,,-1.0
шаурма,быстрое питание,саратовская улица 14/1,"ежедневно,круглосуточно",8.0,,,,,1,,Москва,,-1.0
уют,кафе,2-й грайвороновский проезд 48,неизвестно,8.0,,,,,1,,Москва,,-1.0
drive café,кафе,ставропольская улица 31,"ежедневно,круглосуточно",6.6,,,,,1,,Москва,,-1.0
вкус индии,ресторан,улица авиаконструктора миля 3а,"пн-чт 09:00–22:00; пт,сб 09:00–23:00; вс 09:00–22:00",8.2,,,,,1,,Москва,,-1.0
марлен-сити,кафе,мкад 8-й километр 3 корп. 1,неизвестно,8.0,,,,,0,,Москва,,-1.0
суши-пицца 312,пиццерия,жулебинский бульвар 5,"ежедневно,11:00–00:00",8.4,,,,,0,56.0,Москва,,-1.0
one price coffee,кофейня,волгоградский проспект 43 корп. 3,"ежедневно,08:00–21:00",8.2,,цена чашки капучино:60–100 ₽,,80.0,1,100.0,Москва,60.0,100.0
"палермо, кафе",кафе,улица чистова 19,неизвестно,9.0,,,,,0,,Москва,,-1.0
донер кебаб,быстрое питание,1-я новокузьминская улица 18,"ежедневно,08:00–00:00",6.2,,,,,1,40.0,Москва,,-1.0
праймбиф бар,кафе,улица авиаконструктора миля 3а,"пн-чт 10:00–22:00; пт,сб 10:00–23:00",6.8,средние,средний счёт:800–1200 ₽,1000.0,,1,,Москва,800.0,1200.0
wild bean cafe,кафе,привольная улица вл64с1,"ежедневно,круглосуточно",7.8,,,,,1,,Москва,,-1.0
кофе на окской,ресторан,рязанский проспект 28,"ежедневно,09:00–21:00",8.6,,,,,0,,Москва,,-1.0
удача,"бар, паб",шоссейный проезд 16,"ежедневно,11:00–23:00",9.4,,,,,1,,Москва,,-1.0
хинкальная,быстрое питание,вешняковская улица 18б,неизвестно,7.8,,,,,1,36.0,Москва,,-1.0
чебуреки,ресторан,улица старые кузьминки 11,"ежедневно,11:00–22:00",5.8,,,,,0,,Москва,,-1.0
кафе,кафе,мкад 8-й километр 3 корп. 2,"ежедневно,10:00–22:00",6.4,,,,,1,,Москва,,-1.0
кофе на вынос,кафе,снайперская улица 8,"ежедневно,09:00–21:00",7.0,,,,,0,3.0,Москва,,-1.0
буlки,булочная,вешняковская улица 18б,неизвестно,9.0,,,,,0,36.0,Москва,,-1.0
шоти,кафе,большая косинская улица 27 стр. 9,"ежедневно,09:00–22:00",7.0,,,,,0,,Москва,,-1.0
кафе-кафе,кафе,волгоградский проспект 43 корп. 3,неизвестно,7.4,,,,,0,100.0,Москва,,-1.0
cake time,кофейня,улица авиаконструктора миля 3а,"пн-чт 09:00–22:00; пт,сб 09:00–23:00; вс 09:00–22:00",8.4,,,,,0,,Москва,,-1.0
pizza express 24,пиццерия,волжский бульвар 8к1,"ежедневно,круглосуточно",8.2,,,,,1,,Москва,,-1.0
bfl’s,ресторан,улица авиаконструктора миля 3а,"пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",8.2,средние,средний счёт:от 499 ₽,499.0,,1,,Москва,499.0,-1.0
луч,кафе,тарханская улица 2,"ежедневно,11:00–04:00",7.6,,,,,1,50.0,Москва,,-1.0
кафе эталон,кафе,шоссейная улица 1ас50,пн-ср 10:00–01:00; чт-сб 10:00–03:00; вс 10:00–01:00,5.0,,,,,0,,Москва,,-1.0
чайхана,кафе,окская улица 44а,неизвестно,7.0,,,,,1,,Москва,,-1.0
столовая & кафе,столовая,рязанский проспект 22 корп. 2,неизвестно,8.4,,,,,0,116.0,Москва,,-1.0
антилопа,кафе,стахановская улица 24/32ас1,неизвестно,5.2,,,,,0,,Москва,,-1.0
свежая выпечка,быстрое питание,рязанский проспект 30 корп. 2,"ежедневно,10:00–21:00",6.2,,,,,1,116.0,Москва,,-1.0
ryba kit,ресторан,улица авиаконструктора миля 3а,"пн-чт 09:00–22:00; пт,сб 09:00–23:00; вс 09:00–22:00",7.6,,,,,0,,Москва,,-1.0
китайский ресторан,ресторан,волгоградский проспект 47,неизвестно,8.4,,,,,0,,Москва,,-1.0
крошка картошка,быстрое питание,вешняковская улица 18,"ежедневно,10:00–22:00",7.2,,,,,1,124.0,Москва,,-1.0
wild bean,кафе,люблинская улица 44/8,"ежедневно,круглосуточно",7.2,,,,,1,,Москва,,-1.0
ресторан,ресторан,улица юных ленинцев 7,"ежедневно,09:00–00:00",7.6,,,,,1,70.0,Москва,,-1.0
у фонтана,кафе,11-я улица текстильщиков 1,неизвестно,7.0,,,,,0,80.0,Москва,,-1.0
булошная № 1,булочная,рязанский проспект 75 стр. 1,"ежедневно,07:00–23:00",8.6,,,,,0,168.0,Москва,,-1.0
мангал times,ресторан,улица авиаконструктора миля 3а,"пн-чт 09:00–22:00; пт,сб 09:00–23:00; вс 09:00–22:00",4.8,,,,,0,,Москва,,-1.0
чайхана,кафе,жулебинский бульвар 26,"ежедневно,11:00–22:00",7.0,,,,,1,10.0,Москва,,-1.0
десять шесть,ресторан,вешняковская улица 22а,"ежедневно,12:00–23:00",9.8,,,,,0,120.0,Москва,,-1.0
ммм вкусно,ресторан,шоссейная улица 52 корп. 2,пн-чт 10:00–22:00; пт 12:00–00:00; сб 10:00–22:00,8.4,,,,,0,84.0,Москва,,-1.0
бистро 24,кафе,большая косинская улица 16 корп. 1,"ежедневно,круглосуточно",4.4,,,,,1,0.0,Москва,,-1.0
фудкорт,кафе,волгоградский проспект 168д стр. 9,неизвестно,7.6,,,,,0,,Москва,,-1.0
шашлычная угли,ресторан,улица паперника 9,"ежедневно,12:00–00:00",8.2,,,,,0,30.0,Москва,,-1.0
za paru,ресторан,улица авиаконструктора миля 3а,"пн-чт 09:00–22:00; пт,сб 09:00–23:00; вс 09:00–22:00",6.8,выше среднего,средний счёт:1000–1500 ₽,1250.0,,0,,Москва,1000.0,1500.0
авилон,кафе,волгоградский проспект 43 корп. 2,"ежедневно,09:00–21:00",9.4,,,,,0,145.0,Москва,,-1.0
pizza express 24,пиццерия,жулебинский бульвар 25,"ежедневно,круглосуточно",8.0,,,,,1,96.0,Москва,,-1.0
cofefest,кофейня,улица шкулёва 4,пн-пт 08:00–19:00,8.8,,,,,1,,Москва,,-1.0
coffee and the city,кофейня,волгоградский проспект 42к13,пн-пт 08:00–18:00,6.6,низкие,цена чашки капучино:184–194 ₽,,189.0,1,,Москва,184.0,194.0
ариэль,кафе,южнопортовая улица 35,неизвестно,8.2,,,,,0,40.0,Москва,,-1.0
тандыр & мангал,быстрое питание,южнопортовая улица 35,"ежедневно,круглосуточно",7.6,,,,,0,40.0,Москва,,-1.0
шаурамус,кафе,оренбургская улица 18,"ежедневно,09:00–21:00",6.0,,,,,0,,Москва,,-1.0
новые русские пельмени,ресторан,улица авиаконструктора миля 3а,"пн-чт 09:00–22:00; пт,сб 09:00–23:00; вс 09:00–22:00",7.8,,,,,0,,Москва,,-1.0
кафе,кафе,люблинская улица 10с5,"ежедневно,08:00–21:00",5.8,,,,,1,,Москва,,-1.0
кофе с собой,быстрое питание,волгоградский проспект 45,пн-пт 08:00–18:00,8.4,,цена чашки капучино:100–180 ₽,,140.0,1,,Москва,100.0,180.0
суши роллы,кафе,шоссейная улица 34 стр. 1,"ежедневно,11:00–23:00",8.6,,,,,0,40.0,Москва,,-1.0
бистро,быстрое питание,люблинская улица 10с4,"ежедневно,круглосуточно",7.2,,,,,1,,Москва,,-1.0
арамье,булочная,лермонтовский проспект 6,неизвестно,8.4,,,,,1,,Москва,,-1.0
яндекс лавка,ресторан,улица авиаконструктора миля 1,"ежедневно,07:00–23:00",7.4,,,,,1,40.0,Москва,,-1.0
абад,кафе,люблинская улица 4 корп. 1а,неизвестно,8.8,,,,,0,58.0,Москва,,-1.0
яндекс лавка,ресторан,улица гурьянова 3,"ежедневно,07:00–00:00",6.4,,,,,1,45.0,Москва,,-1.0
"кафе, пекарня",кафе,вешняковская улица 18б,неизвестно,8.4,,,,,0,36.0,Москва,,-1.0
deli by shell,кафе,1-й вешняковский проезд 15,неизвестно,6.8,,,,,0,,Москва,,-1.0
пекинская утка,кафе,улица авиаконструктора миля 3а,"пн-чт 09:00–22:00; пт,сб 09:00–23:00; вс 09:00–22:00",6.8,,,,,0,,Москва,,-1.0
ресторан,ресторан,привольная улица 70,неизвестно,8.6,,,,,1,75.0,Москва,,-1.0
кафе,кафе,мкад 7-й километр с6,неизвестно,8.4,,,,,1,,Москва,,-1.0
донер,быстрое питание,волгоградский проспект 69а,"ежедневно,круглосуточно",8.8,,,,,1,,Москва,,-1.0
pizza express 24,пиццерия,жулебинский бульвар 40 корп. 1,"ежедневно,круглосуточно",5.2,,,,,1,45.0,Москва,,-1.0
бургер иван,ресторан,улица генерала кузнецова 22,"ежедневно,10:00–22:00",9.0,,,,,0,,Москва,,-1.0
шаурма,быстрое питание,вешняковская улица 18б,неизвестно,8.6,,,,,1,36.0,Москва,,-1.0
вкусико кофе,кофейня,волгоградский проспект 47,пн-пт 08:00–18:00,6.8,,,,,0,,Москва,,-1.0
кафе-кулинария,кафе,улица михайлова 31а,неизвестно,8.2,,,,,0,,Москва,,-1.0
сушистор,ресторан,улица генерала кузнецова 22,"ежедневно,10:00–22:00",7.4,,,,,1,,Москва,,-1.0
ресторан,ресторан,лермонтовский проспект 10 корп. 1,неизвестно,8.8,,,,,1,100.0,Москва,,-1.0
кавказский дворик,ресторан,шоссейная улица 52 корп. 2,"ежедневно,11:00–00:00",8.8,средние,средний счёт:400–800 ₽,600.0,,0,84.0,Москва,400.0,800.0
китайская кухня,ресторан,волгоградский проспект 47,"ежедневно,11:00–23:00",3.6,,,,,1,,Москва,,-1.0
шашлык,кафе,большая косинская улица 27 стр. 9,неизвестно,6.6,,,,,1,,Москва,,-1.0
ип игнатова м. г.,столовая,люблинская улица 42,пн-пт 09:00–18:00,9.0,средние,средний счёт:300–500 ₽,400.0,,0,,Москва,300.0,500.0
кафе,кафе,рязанский проспект 2 стр. 1,неизвестно,8.8,,,,,1,168.0,Москва,,-1.0
супер метро,кафе,рязанский проспект 105 стр. 12,"пн-пт 07:00–01:00,перерыв 12:00–13:00",8.8,,,,,0,80.0,Москва,,-1.0
гурманика,кафе,южнопортовая улица вл38б,неизвестно,7.6,,,,,1,,Москва,,-1.0
шашлычная,кафе,заозёрная улица 14,"ежедневно,09:00–21:00",8.8,,,,,1,,Москва,,-1.0
café arizona,кафе,проспект вернадского 94 корп. 6,"ежедневно,08:00–22:00",8.6,,,,,0,180.0,Москва,,-1.0
delonixcafe,ресторан,проспект вернадского 94 корп. 1,"ежедневно,круглосуточно",8.2,высокие,средний счёт:1500–2000 ₽,1750.0,,0,1288.0,Москва,1500.0,2000.0
хлеб и вино,ресторан,проспект вернадского 94 корп. 8,пн-чт 09:00–00:00; пт 09:00–02:00; сб 11:00–02:00; вс 11:00–00:00,8.4,,средний счёт:1500–2500 ₽,2000.0,,1,200.0,Москва,1500.0,2500.0
кувшин,ресторан,улица академика анохина 58,"ежедневно,12:00–23:00",9.2,,,,,0,280.0,Москва,,-1.0
гриль дворик,ресторан,западный административный округ район тропарёво-никулино центральная аллея,"ежедневно,12:00–22:00",9.8,средние,средний счёт:500–1500 ₽,1000.0,,0,,Москва,500.0,1500.0
кафе дионис № 1,кафе,улица миклухо-маклая 3,пн-сб 10:00–00:00; вс 11:00–01:00,9.6,средние,,,,0,48.0,Москва,,-1.0
kitchen,ресторан,улица академика анохина 13,"ежедневно,09:00–22:00",8.8,,,,,1,18.0,Москва,,-1.0
ян примус,ресторан,проспект вернадского 121 корп. 1,"пн-чт 12:00–00:00; пт,сб 12:00–02:00; вс 12:00–00:00",9.0,выше среднего,средний счёт:1500 ₽,1500.0,,1,1288.0,Москва,1500.0,-1.0
жасмин,ресторан,ленинский проспект 121/1к3,"ежедневно,10:00–00:00",9.0,,,,,0,,Москва,,-1.0
пикассо,ресторан,улица миклухо-маклая 15 стр. 2,пн-сб 10:00–00:00; вс 13:00–00:00,9.6,средние,средний счёт:500–600 ₽,550.0,,0,141.0,Москва,500.0,600.0
менга,ресторан,ленинский проспект 158с2,"ежедневно,11:00–23:00",10.0,,,,,0,,Москва,,-1.0
черновар,"бар, паб",ленинский проспект 123в,"ежедневно,12:00–00:00",9.2,выше среднего,средний счёт:от 1500 ₽,1500.0,,0,,Москва,1500.0,-1.0
kathrin’s bakery,кофейня,ленинский проспект 129 корп. 2,пн-пт 11:00–21:00; сб 11:00–20:00,8.8,выше среднего,,,,0,144.0,Москва,,-1.0
торнано,пиццерия,проспект вернадского 92,"ежедневно,12:00–00:00",8.0,,цена бокала пива:140–190 ₽,,,0,18.0,Москва,140.0,190.0
паrk фудхолл,"бар, паб",проспект вернадского 86в,"пн-чт 10:00–23:00; пт,сб 10:00–00:00; вс 11:00–23:00",9.2,,,,,0,,Москва,,-1.0
i need doner,ресторан,проспект вернадского 86в,"пн-чт 10:00–23:00; пт,сб 10:00–00:00; вс 10:00–23:00",9.8,,средний счёт:400–700 ₽,550.0,,1,,Москва,400.0,700.0
кувшинчик,ресторан,улица академика анохина 58,"пн-чт 12:00–23:00; пт,сб 12:00–00:00; вс 12:00–23:00",9.2,,,,,0,280.0,Москва,,-1.0
fibo pasta & ravioli,кафе,проспект вернадского 86в,пн-сб 10:00–22:00; вс 11:00–22:00,9.6,средние,средний счёт:500–1000 ₽,750.0,,1,,Москва,500.0,1000.0
буханка,кофейня,улица академика виноградова 5,"ежедневно,07:00–22:00",9.6,,,,,1,,Москва,,-1.0
кампус,"бар, паб",улица миклухо-маклая 21 корп. 3,"пн-чт 10:00–01:00; пт,сб 10:00–02:00; вс 10:00–01:00",9.4,средние,средний счёт:500–800 ₽,650.0,,1,48.0,Москва,500.0,800.0
menza,ресторан,проспект вернадского 105 корп. 3,"ежедневно,12:00–00:00",9.0,выше среднего,средний счёт:1200–1300 ₽,1250.0,,1,250.0,Москва,1200.0,1300.0
osteria deluxe,пиццерия,улица покрышкина 8 корп. 3,"пн-пт 10:00–21:00; сб,вс 10:00–20:00",9.4,средние,средний счёт:500–600 ₽,550.0,,0,120.0,Москва,500.0,600.0
gastro room,ресторан,проспект вернадского 96 корп. 3,неизвестно,9.0,,,,,0,250.0,Москва,,-1.0
скалка,пиццерия,ленинский проспект 127,"ежедневно,08:00–21:30",8.6,,,,,1,,Москва,,-1.0
андерсон,кафе,улица островитянова 5,"пн-пт 08:30–22:00; сб,вс 09:00–22:00",8.8,выше среднего,средний счёт:500–2500 ₽,1500.0,,1,240.0,Москва,500.0,2500.0
florentini,ресторан,улица мичуринский проспект олимпийская деревня 4 корп. 3,"пн-чт 11:00–23:30; пт,сб 11:00–00:00; вс 11:00–23:30",9.4,высокие,средний счёт:1500–2500 ₽,2000.0,,1,150.0,Москва,1500.0,2500.0
пончики! выпекаем на месте,кофейня,проспект вернадского 109,пн-сб 08:00–22:00; вс 09:00–22:00,9.4,,средний счёт:от 50 ₽,50.0,,1,5.0,Москва,50.0,-1.0
senza nome,пиццерия,улица островитянова 9 корп. 5,"ежедневно,11:00–22:30",9.4,средние,средний счёт:500–1000 ₽,750.0,,0,240.0,Москва,500.0,1000.0
скай-вью,ресторан,ленинский проспект 158,"ежедневно,11:00–23:00",8.8,,,,,0,200.0,Москва,,-1.0
башлам,кафе,ленинский проспект 148,"ежедневно,11:00–00:00",8.6,средние,средний счёт:от 1000 ₽,1000.0,,0,50.0,Москва,1000.0,-1.0
сыроварня,ресторан,проспект вернадского 86в,"ежедневно,11:00–23:00",9.0,высокие,средний счёт:2000–2500 ₽,2250.0,,1,,Москва,2000.0,2500.0
vibes cafe,кафе,улица миклухо-маклая 6,пн-пт 09:00–20:00; сб 09:00–16:00,8.8,,,,,0,644.0,Москва,,-1.0
bổ,кафе,проспект вернадского 86в,"пн-чт 10:00–23:00; пт,сб 10:00–00:00; вс 11:00–23:00",9.4,,,,,0,,Москва,,-1.0
деви,ресторан,улица миклухо-маклая 21а,"ежедневно,12:00–23:00",9.0,выше среднего,средний счёт:1200 ₽,1200.0,,0,48.0,Москва,1200.0,-1.0
айва,ресторан,улица покрышкина 7 корп. 1 стр. 1,"ежедневно,круглосуточно",9.4,,,,,1,100.0,Москва,,-1.0
му-му,ресторан,улица покрышкина 4,"ежедневно,10:00–22:00",8.6,средние,средний счёт:350–450 ₽,400.0,,1,110.0,Москва,350.0,450.0
teff,кафе,улица миклухо-маклая 5,пн-чт 12:00–00:00; пт-вс 12:00–01:00,8.8,средние,средний счёт:500–1500 ₽,1000.0,,0,40.0,Москва,500.0,1500.0
кафе лело,кафе,проспект вернадского 41 стр. 3,неизвестно,9.4,средние,средний счёт:700–1500 ₽,1100.0,,0,250.0,Москва,700.0,1500.0
кафе-бар сити,"бар, паб",улица миклухо-маклая 17,"ежедневно,10:00–01:00",8.8,средние,средний счёт:до 1000 ₽,1000.0,,0,48.0,Москва,0.0,1000.0
кафе-кондитерская,булочная,улица академика анохина 13,"ежедневно,09:00–21:00",8.2,,,,,0,18.0,Москва,,-1.0
mũi né кафе,ресторан,ленинский проспект 99,"ежедневно,11:00–23:00",9.6,,средний счёт:500–1500 ₽,1000.0,,0,36.0,Москва,500.0,1500.0
wild bean cafe,кофейня,ленинский проспект 137ас1,"ежедневно,круглосуточно",9.0,,,,,1,,Москва,,-1.0
"винотека, булочная, кулинария вино & кухня",кофейня,никулинская улица 8 корп. 3,"пн-пт 08:00–22:00; сб,вс 10:00–22:00",10.0,,,,,0,,Москва,,-1.0
